Entity,Code,Year,Number of children who are wasted (IHME)
Thailand,THA,1990,410892.36524000013
Thailand,THA,1995,357077.90925
Thailand,THA,2000,268404.29232
Thailand,THA,2005,226206.45009000003
Thailand,THA,2010,258519.41784
Thailand,THA,2016,270978.82812
Timor,TLS,1990,23615.123630000002
Timor,TLS,1995,25361.027190000004
Timor,TLS,2000,24908.47723
Timor,TLS,2005,30180.9414
Timor,TLS,2010,29335.840560000004
Timor,TLS,2016,23354.101759999998
Togo,TGO,1990,47206.691609999994
Togo,TGO,1995,72074.28914000001
Togo,TGO,2000,96240.76212
Togo,TGO,2005,96429.8572
Togo,TGO,2010,82532.54828
Togo,TGO,2016,79488.5645
Tonga,TON,1990,1147.31105
Tonga,TON,1995,1066.13776
Tonga,TON,2000,929.7255599999999
Tonga,TON,2005,867.6654000000001
Tonga,TON,2010,785.95
Tonga,TON,2016,687.25488
Trinidad and Tobago,TTO,1990,5140.80314
Trinidad and Tobago,TTO,1995,4808.733440000001
Trinidad and Tobago,TTO,2000,4236.14832
Trinidad and Tobago,TTO,2005,3993.1872600000006
Trinidad and Tobago,TTO,2010,3980.6079999999997
Trinidad and Tobago,TTO,2016,3732.9988199999993
Tunisia,TUN,1990,62139.80864
Tunisia,TUN,1995,59737.04435
Tunisia,TUN,2000,40368.781319999995
Tunisia,TUN,2005,31941.66740999999
Tunisia,TUN,2010,31590.29764
Tunisia,TUN,2016,35627.65972
Turkey,TUR,1990,234283.6
Turkey,TUR,1995,213515.58200000002
Turkey,TUR,2000,163265.07014999999
Turkey,TUR,2005,127644.27645000002
Turkey,TUR,2010,116289.57563999998
Turkey,TUR,2016,117467.65799999998
Turkmenistan,TKM,1990,51329.812509999996
Turkmenistan,TKM,1995,46454.2705
Turkmenistan,TKM,2000,35352.5134
Turkmenistan,TKM,2005,35158.30236000001
Turkmenistan,TKM,2010,31105.414689999998
Turkmenistan,TKM,2016,31739.340249999994
Uganda,UGA,1990,156540.31664
Uganda,UGA,1995,251430.70260000005
Uganda,UGA,2000,272725.1364799999
Uganda,UGA,2005,332759.74270000006
Uganda,UGA,2010,330019.58808
Uganda,UGA,2016,332922.57749999996
Ukraine,UKR,1990,229060.95863999994
Ukraine,UKR,1995,185404.5917
Ukraine,UKR,2000,141205.54089000003
Ukraine,UKR,2005,120436.81425000001
Ukraine,UKR,2010,131469.0672
Ukraine,UKR,2016,125111.11938
United Arab Emirates,ARE,1990,38771.466479999995
United Arab Emirates,ARE,1995,35608.888179999994
United Arab Emirates,ARE,2000,32701.127240000005
United Arab Emirates,ARE,2005,29406.08816
United Arab Emirates,ARE,2010,38085.701940000006
United Arab Emirates,ARE,2016,39522.1568
United Kingdom,GBR,1990,40418.35875
United Kingdom,GBR,1995,39156.44954
United Kingdom,GBR,2000,34583.331000000006
United Kingdom,GBR,2005,31295.443
United Kingdom,GBR,2010,34926.725119999996
United Kingdom,GBR,2016,35587.2616
United States,USA,1990,129684.31304000001
United States,USA,1995,131375.99706
United States,USA,2000,125213.31840000002
United States,USA,2005,123647.2257
United States,USA,2010,124087.96025999999
United States,USA,2016,113456.07482999998
Uruguay,URY,1990,6366.082140000001
Uruguay,URY,1995,7209.49651
Uruguay,URY,2000,7378.804159999997
Uruguay,URY,2005,6070.272
Uruguay,URY,2010,5014.010120000001
Uruguay,URY,2016,4301.80146
Uzbekistan,UZB,1990,385321.9943
Uzbekistan,UZB,1995,387444.70395
Uzbekistan,UZB,2000,245019.10238
Uzbekistan,UZB,2005,161194.11324
Uzbekistan,UZB,2010,159666.53340000001
Uzbekistan,UZB,2016,168483.90780000004
Vanuatu,VUT,1990,1910.7163800000003
Vanuatu,VUT,1995,1889.3276400000004
Vanuatu,VUT,2000,1826.2807199999997
Vanuatu,VUT,2005,1786.83888
Vanuatu,VUT,2010,1802.9009999999994
Vanuatu,VUT,2016,1826.8001399999998
Venezuela,VEN,1990,123599.45312000005
Venezuela,VEN,1995,106239.91248000001
Venezuela,VEN,2000,111658.10755
Venezuela,VEN,2005,134464.25564000005
Venezuela,VEN,2010,144249.87972
Venezuela,VEN,2016,141501.72564999998
Vietnam,VNM,1990,989625.5052499999
Vietnam,VNM,1995,1079355.44457
Vietnam,VNM,2000,745321.8594
Vietnam,VNM,2005,625903.2088199999
Vietnam,VNM,2010,472778.3218800001
Vietnam,VNM,2016,428677.82751000003
Yemen,YEM,1990,382871.39085
Yemen,YEM,1995,449087.34476999997
Yemen,YEM,2000,434605.03368000005
Yemen,YEM,2005,462041.2552
Yemen,YEM,2010,553741.81515
Yemen,YEM,2016,666752.4999400001
Zambia,ZMB,1990,90418.89480000001
Zambia,ZMB,1995,97323.53854999998
Zambia,ZMB,2000,115473.79404000001
Zambia,ZMB,2005,138303.75075000004
Zambia,ZMB,2010,146152.41032
Zambia,ZMB,2016,171589.9284
Zimbabwe,ZWE,1990,65807.4264
Zimbabwe,ZWE,1995,103184.98099000003
Zimbabwe,ZWE,2000,124796.04507000001
Zimbabwe,ZWE,2005,95657.814
Zimbabwe,ZWE,2010,84504.95911
Zimbabwe,ZWE,2016,82121.30544
